condition,language_code,token_id,token,count,frequency_percent
classification,nld_Latn,51890,toe,1,0.00500000
classification,nld_Latn,51970,▁brei,1,0.00500000
classification,nld_Latn,52012,▁ontvang,4,0.02000000
classification,nld_Latn,52078,▁heer,1,0.00500000
classification,nld_Latn,52088,▁statisti,1,0.00500000
classification,nld_Latn,52139,▁bestaan,1,0.00500000
classification,nld_Latn,52173,▁zeggen,1,0.00500000
classification,nld_Latn,52210,slagen,4,0.02000000
classification,nld_Latn,52223,▁geschikt,1,0.00500000
classification,nld_Latn,52244,▁benzin,1,0.00500000
classification,nld_Latn,52336,▁songs,1,0.00500000
classification,nld_Latn,52358,▁kinder,1,0.00500000
classification,nld_Latn,52407,▁keuze,1,0.00500000
classification,nld_Latn,52504,▁verze,1,0.00500000
classification,nld_Latn,52627,gredi,2,0.01000000
classification,nld_Latn,52937,▁feest,5,0.02500000
classification,nld_Latn,52969,gezet,4,0.02000000
classification,nld_Latn,53017,▁cancel,1,0.00500000
classification,nld_Latn,53052,orde,1,0.00500000
classification,nld_Latn,53089,uring,1,0.00500000
classification,nld_Latn,53239,naam,2,0.01000000
classification,nld_Latn,53258,▁valuta,2,0.01000000
classification,nld_Latn,53303,erland,1,0.00500000
classification,nld_Latn,53384,▁lasa,2,0.01000000
classification,nld_Latn,53499,xas,2,0.01000000
classification,nld_Latn,53603,▁technische,1,0.00500000
classification,nld_Latn,53715,▁gedaan,2,0.01000000
classification,nld_Latn,53998,▁beetje,3,0.01500000
classification,nld_Latn,54035,wacht,1,0.00500000
classification,nld_Latn,54137,ponent,1,0.00500000
classification,nld_Latn,54180,▁films,12,0.06000000
classification,nld_Latn,54457,▁minuten,8,0.04000000
classification,nld_Latn,54510,▁verander,17,0.08500000
classification,nld_Latn,54527,▁android,1,0.00500000
classification,nld_Latn,54629,▁technologie,1,0.00500000
classification,nld_Latn,54727,▁bill,2,0.01000000
classification,nld_Latn,54902,neem,1,0.00500000
classification,nld_Latn,54997,▁geboren,4,0.02000000
classification,nld_Latn,55106,gels,2,0.01000000
classification,nld_Latn,55118,▁titel,3,0.01500000
classification,nld_Latn,55218,▁dirigent,1,0.00500000
classification,nld_Latn,55254,▁juiste,1,0.00500000
classification,nld_Latn,55334,fram,1,0.00500000
classification,nld_Latn,55435,volg,1,0.00500000
classification,nld_Latn,55567,▁tand,1,0.00500000
classification,nld_Latn,55741,cast,2,0.01000000
classification,nld_Latn,55769,▁items,3,0.01500000
classification,nld_Latn,55998,▁linda,1,0.00500000
classification,nld_Latn,56136,▁naviga,1,0.00500000
classification,nld_Latn,56190,▁oven,3,0.01500000
classification,nld_Latn,56358,geha,4,0.02000000
classification,nld_Latn,56389,▁praat,2,0.01000000
classification,nld_Latn,56903,▁winkel,6,0.03000000
classification,nld_Latn,56950,▁mogen,1,0.00500000
classification,nld_Latn,56962,licht,2,0.01000000
classification,nld_Latn,56994,zorg,2,0.01000000
classification,nld_Latn,57012,▁veilig,1,0.00500000
classification,nld_Latn,57115,▁slap,1,0.00500000
classification,nld_Latn,57276,▁eten,16,0.08000000
classification,nld_Latn,57289,▁soul,1,0.00500000
classification,nld_Latn,57463,fant,1,0.00500000
classification,nld_Latn,57478,▁kans,1,0.00500000
classification,nld_Latn,57495,▁bureau,1,0.00500000
classification,nld_Latn,57503,▁betaal,1,0.00500000
classification,nld_Latn,57617,enburg,1,0.00500000
classification,nld_Latn,57654,▁volledig,1,0.00500000
classification,nld_Latn,57736,▁burger,1,0.00500000
classification,nld_Latn,57902,▁dorp,1,0.00500000
classification,nld_Latn,57913,▁alcohol,1,0.00500000
classification,nld_Latn,57974,▁muziek,57,0.28500000
classification,nld_Latn,58136,▁planning,1,0.00500000
classification,nld_Latn,58248,rell,1,0.00500000
classification,nld_Latn,58260,dona,1,0.00500000
classification,nld_Latn,58269,▁feedback,1,0.00500000
classification,nld_Latn,58401,▁lezen,1,0.00500000
classification,nld_Latn,58428,tuig,1,0.00500000
classification,nld_Latn,58434,▁pav,2,0.01000000
classification,nld_Latn,58532,cris,2,0.01000000
classification,nld_Latn,58721,▁brengen,2,0.01000000
classification,nld_Latn,58905,central,1,0.00500000
classification,nld_Latn,58925,▁verta,1,0.00500000
classification,nld_Latn,59040,dels,2,0.01000000
classification,nld_Latn,59486,▁vrouw,2,0.01000000
classification,nld_Latn,59495,▁problemen,1,0.00500000
classification,nld_Latn,59513,▁hoogte,3,0.01500000
classification,nld_Latn,59530,▁hoge,2,0.01000000
classification,nld_Latn,59570,kui,1,0.00500000
classification,nld_Latn,59573,▁starte,1,0.00500000
classification,nld_Latn,59620,▁gesto,2,0.01000000
classification,nld_Latn,59621,▁betaling,1,0.00500000
classification,nld_Latn,59696,▁waarom,5,0.02500000
classification,nld_Latn,59729,▁duur,2,0.01000000
classification,nld_Latn,59785,▁geweest,4,0.02000000
classification,nld_Latn,60055,▁nee,2,0.01000000
classification,nld_Latn,60097,▁king,4,0.02000000
classification,nld_Latn,60156,▁locatie,10,0.05000000
classification,nld_Latn,60370,▁patro,1,0.00500000
classification,nld_Latn,60535,▁medici,1,0.00500000
classification,nld_Latn,60679,▁vriend,4,0.02000000
classification,nld_Latn,60683,▁spelen,30,0.15000000
classification,nld_Latn,60747,betaling,1,0.00500000
classification,nld_Latn,60765,nette,1,0.00500000
classification,nld_Latn,60801,▁zetten,5,0.02500000
classification,nld_Latn,60899,▁goes,1,0.00500000
classification,nld_Latn,60904,kelijk,1,0.00500000
classification,nld_Latn,61065,geno,1,0.00500000
classification,nld_Latn,61116,shon,2,0.01000000
classification,nld_Latn,61294,▁draai,8,0.04000000
classification,nld_Latn,61404,▁circuit,1,0.00500000
classification,nld_Latn,61451,reik,1,0.00500000
classification,nld_Latn,61475,▁initial,1,0.00500000
classification,nld_Latn,61590,▁feed,2,0.01000000
classification,nld_Latn,61639,▁reactie,3,0.01500000
classification,nld_Latn,61668,centrum,1,0.00500000
classification,nld_Latn,61686,▁dingen,7,0.03500000
classification,nld_Latn,61889,▁appartement,1,0.00500000
classification,nld_Latn,61903,▁schema,11,0.05500000
classification,nld_Latn,61909,▁angel,3,0.01500000
classification,nld_Latn,62114,▁stockholm,1,0.00500000
classification,nld_Latn,62178,▁beschikbaar,4,0.02000000
classification,nld_Latn,62538,aars,1,0.00500000
classification,nld_Latn,62614,▁geno,1,0.00500000
classification,nld_Latn,62792,▁voet,1,0.00500000
classification,nld_Latn,62821,plu,7,0.03500000
classification,nld_Latn,62880,▁afstand,2,0.01000000
classification,nld_Latn,62932,stuk,1,0.00500000
classification,nld_Latn,62976,ogen,1,0.00500000
classification,nld_Latn,63008,dacht,1,0.00500000
classification,nld_Latn,63345,▁hond,6,0.03000000
classification,nld_Latn,63474,▁eind,1,0.00500000
classification,nld_Latn,63611,lamp,1,0.00500000
classification,nld_Latn,63869,▁dak,1,0.00500000
classification,nld_Latn,64424,▁markt,2,0.01000000
classification,nld_Latn,64532,▁maanden,2,0.01000000
classification,nld_Latn,64678,▁plaatsen,2,0.01000000
classification,nld_Latn,64697,▁vandaag,106,0.53000000
classification,nld_Latn,64720,▁cheap,1,0.00500000
classification,nld_Latn,64745,▁avond,17,0.08500000
classification,nld_Latn,64792,▁pub,1,0.00500000
classification,nld_Latn,64811,▁cadeau,1,0.00500000
classification,nld_Latn,64857,▁nation,1,0.00500000
classification,nld_Latn,64892,▁oude,2,0.01000000
classification,nld_Latn,64974,leden,1,0.00500000
classification,nld_Latn,65012,▁halen,5,0.02500000
classification,nld_Latn,65272,▁west,1,0.00500000
classification,nld_Latn,65297,shadi,1,0.00500000
classification,nld_Latn,65362,▁gehoor,1,0.00500000
classification,nld_Latn,65487,eert,1,0.00500000
classification,nld_Latn,65557,▁formule,2,0.01000000
classification,nld_Latn,65565,nacht,2,0.01000000
classification,nld_Latn,65676,▁diesel,1,0.00500000
classification,nld_Latn,65733,▁weken,1,0.00500000
classification,nld_Latn,65951,wissel,10,0.05000000
classification,nld_Latn,66036,▁gaf,1,0.00500000
classification,nld_Latn,66274,instal,1,0.00500000
classification,nld_Latn,66324,actie,1,0.00500000
classification,nld_Latn,66397,▁rode,2,0.01000000
classification,nld_Latn,66417,▁repar,1,0.00500000
classification,nld_Latn,66476,▁regio,3,0.01500000
classification,nld_Latn,66527,▁vijf,49,0.24500000
classification,nld_Latn,66752,▁hoof,1,0.00500000
classification,nld_Latn,66978,▁flori,2,0.01000000
classification,nld_Latn,67062,▁miljon,1,0.00500000
classification,nld_Latn,67103,▁nieuws,62,0.31000000
classification,nld_Latn,67139,haven,2,0.01000000
classification,nld_Latn,67562,resultat,1,0.00500000
classification,nld_Latn,67665,aller,1,0.00500000
classification,nld_Latn,67776,trekken,2,0.01000000
classification,nld_Latn,67780,▁paci,2,0.01000000
classification,nld_Latn,67896,▁ear,1,0.00500000
classification,nld_Latn,67973,▁prog,1,0.00500000
classification,nld_Latn,67975,graaf,5,0.02500000
classification,nld_Latn,67979,▁ooit,3,0.01500000
classification,nld_Latn,68005,appel,1,0.00500000
classification,nld_Latn,68119,▁verkoop,3,0.01500000
classification,nld_Latn,68186,▁accepte,1,0.00500000
classification,nld_Latn,68205,▁ontmoet,7,0.03500000
classification,nld_Latn,68213,▁makkelijk,3,0.01500000
classification,nld_Latn,68246,▁instagram,1,0.00500000
classification,nld_Latn,68304,▁verre,1,0.00500000
classification,nld_Latn,68332,thri,1,0.00500000
classification,nld_Latn,68360,▁india,3,0.01500000
classification,nld_Latn,68899,lijn,2,0.01000000
classification,nld_Latn,68974,straat,2,0.01000000
classification,nld_Latn,69065,▁gluten,1,0.00500000
classification,nld_Latn,69071,▁trump,8,0.04000000
classification,nld_Latn,69131,nema,1,0.00500000
classification,nld_Latn,69161,▁maart,17,0.08500000
classification,nld_Latn,69215,▁dubbel,1,0.00500000
classification,nld_Latn,69284,▁afgelopen,5,0.02500000
classification,nld_Latn,69328,kking,1,0.00500000
classification,nld_Latn,69374,hik,1,0.00500000
classification,nld_Latn,69385,▁aanwezig,2,0.01000000
classification,nld_Latn,69426,koop,1,0.00500000
classification,nld_Latn,69554,▁acht,17,0.08500000
classification,nld_Latn,69620,waarde,1,0.00500000
classification,nld_Latn,69907,▁bezoek,1,0.00500000
classification,nld_Latn,70014,▁gesprek,1,0.00500000
classification,nld_Latn,70071,▁bericht,4,0.02000000
classification,nld_Latn,70116,▁marti,1,0.00500000
classification,nld_Latn,70316,▁gezien,1,0.00500000
classification,nld_Latn,70421,▁bestellen,6,0.03000000
classification,nld_Latn,70450,spreken,1,0.00500000
classification,nld_Latn,70563,▁ervoor,1,0.00500000
classification,nld_Latn,70622,▁upload,1,0.00500000
classification,nld_Latn,70662,▁yor,8,0.04000000
classification,nld_Latn,70734,avond,18,0.09000000
classification,nld_Latn,70750,▁sandal,1,0.00500000
classification,nld_Latn,70820,scope,1,0.00500000
classification,nld_Latn,70951,wegen,1,0.00500000
classification,nld_Latn,71230,geen,1,0.00500000
classification,nld_Latn,71323,▁marker,1,0.00500000
classification,nld_Latn,71324,▁kopen,5,0.02500000
classification,nld_Latn,71411,▁dicht,14,0.07000000
classification,nld_Latn,71456,▁zaterdag,13,0.06500000
classification,nld_Latn,71511,enko,2,0.01000000
classification,nld_Latn,71554,▁telefoon,3,0.01500000
classification,nld_Latn,71788,ddar,1,0.00500000
classification,nld_Latn,71798,▁iphone,1,0.00500000
classification,nld_Latn,71934,▁klant,1,0.00500000
classification,nld_Latn,72000,mast,1,0.00500000
classification,nld_Latn,72081,▁bedrijfs,1,0.00500000
classification,nld_Latn,72103,rijk,4,0.02000000
classification,nld_Latn,72108,▁wandel,1,0.00500000
classification,nld_Latn,72213,▁stuur,17,0.08500000
classification,nld_Latn,72283,▁ding,1,0.00500000
classification,nld_Latn,72720,▁hop,2,0.01000000
classification,nld_Latn,72941,▁cali,4,0.02000000
classification,nld_Latn,73112,zelf,1,0.00500000
classification,nld_Latn,73172,▁volgen,3,0.01500000
classification,nld_Latn,73218,oordeel,1,0.00500000
classification,nld_Latn,73328,▁grens,1,0.00500000
classification,nld_Latn,73654,▁moeder,3,0.01500000
classification,nld_Latn,73792,▁boeken,2,0.01000000
classification,nld_Latn,74035,programma,2,0.01000000
classification,nld_Latn,74088,bije,1,0.00500000
classification,nld_Latn,74605,▁fout,1,0.00500000
classification,nld_Latn,74812,▁restaurants,4,0.02000000
classification,nld_Latn,74816,▁kip,5,0.02500000
classification,nld_Latn,74900,▁roze,1,0.00500000
classification,nld_Latn,74997,▁henge,3,0.01500000
classification,nld_Latn,75060,▁deliver,1,0.00500000
classification,nld_Latn,75068,halen,11,0.05500000
classification,nld_Latn,75087,rique,1,0.00500000
classification,nld_Latn,75422,▁biblio,8,0.04000000
classification,nld_Latn,75550,▁notifica,2,0.01000000
classification,nld_Latn,75570,▁assistent,2,0.01000000
classification,nld_Latn,75685,▁advies,3,0.01500000
classification,nld_Latn,75690,▁hypo,3,0.01500000
classification,nld_Latn,75825,▁biografi,2,0.01000000
classification,nld_Latn,76092,▁bitcoin,1,0.00500000
classification,nld_Latn,76143,▁actie,1,0.00500000
classification,nld_Latn,76267,▁aarde,2,0.01000000
classification,nld_Latn,76330,gelse,2,0.01000000
classification,nld_Latn,76405,▁waarmee,1,0.00500000
classification,nld_Latn,76414,▁siri,6,0.03000000
classification,nld_Latn,76422,tekst,1,0.00500000
classification,nld_Latn,76533,europe,1,0.00500000
classification,nld_Latn,76595,gesloten,1,0.00500000
classification,nld_Latn,76875,▁reserve,5,0.02500000
classification,nld_Latn,76886,bericht,3,0.01500000
classification,nld_Latn,76923,▁toege,1,0.00500000
classification,nld_Latn,77001,▁afdeling,1,0.00500000
classification,nld_Latn,77033,informati,1,0.00500000
classification,nld_Latn,77066,▁onderwerp,7,0.03500000
classification,nld_Latn,77076,▁storm,2,0.01000000
classification,nld_Latn,77142,▁rebel,1,0.00500000
classification,nld_Latn,77242,houd,3,0.01500000
classification,nld_Latn,77425,▁groen,3,0.01500000
classification,nld_Latn,77445,▁tekstu,1,0.00500000
classification,nld_Latn,77488,▁tw,2,0.01000000
classification,nld_Latn,77598,▁resultaten,1,0.00500000
classification,nld_Latn,77752,▁japan,3,0.01500000
classification,nld_Latn,77857,▁bezig,3,0.01500000
classification,nld_Latn,77978,appar,3,0.01500000
classification,nld_Latn,78281,▁keuken,8,0.04000000
classification,nld_Latn,78303,▁folder,1,0.00500000
classification,nld_Latn,78336,▁wedstrijd,2,0.01000000
classification,nld_Latn,78366,leiding,1,0.00500000
classification,nld_Latn,78464,▁olie,2,0.01000000
classification,nld_Latn,78539,▁normaal,2,0.01000000
classification,nld_Latn,78552,▁trus,2,0.01000000
classification,nld_Latn,78656,▁anna,1,0.00500000
classification,nld_Latn,78961,winkel,5,0.02500000
classification,nld_Latn,78974,▁interact,1,0.00500000
classification,nld_Latn,79036,▁zondag,5,0.02500000
classification,nld_Latn,79104,▁bero,3,0.01500000
classification,nld_Latn,79112,▁schoon,9,0.04500000
classification,nld_Latn,79454,▁ondersteun,1,0.00500000
classification,nld_Latn,79635,iseer,3,0.01500000
classification,nld_Latn,79717,▁huidige,33,0.16500000
classification,nld_Latn,79787,▁zoeken,5,0.02500000
classification,nld_Latn,79831,▁overzicht,3,0.01500000
classification,nld_Latn,80040,houden,2,0.01000000
classification,nld_Latn,80048,▁moeilijk,1,0.00500000
classification,nld_Latn,80060,hout,1,0.00500000
classification,nld_Latn,80292,▁vorige,4,0.02000000
classification,nld_Latn,80370,▁beleid,1,0.00500000
classification,nld_Latn,80430,lds,1,0.00500000
classification,nld_Latn,80452,stellingen,4,0.02000000
classification,nld_Latn,80574,▁gerecht,1,0.00500000
classification,nld_Latn,80581,direct,1,0.00500000
classification,nld_Latn,80596,order,1,0.00500000
classification,nld_Latn,80642,▁cirk,1,0.00500000
classification,nld_Latn,80870,▁kleuren,3,0.01500000
classification,nld_Latn,80921,▁cola,1,0.00500000
classification,nld_Latn,80971,brit,1,0.00500000
classification,nld_Latn,81158,▁mob,1,0.00500000
classification,nld_Latn,81450,▁provider,2,0.01000000
classification,nld_Latn,81954,▁smaak,1,0.00500000
classification,nld_Latn,81967,▁pikk,2,0.01000000
classification,nld_Latn,81996,nemen,6,0.03000000
classification,nld_Latn,82000,▁kalender,24,0.12000000
classification,nld_Latn,82087,▁laag,2,0.01000000
classification,nld_Latn,82227,pasta,1,0.00500000
classification,nld_Latn,82280,vereniging,1,0.00500000
classification,nld_Latn,82393,▁dance,2,0.01000000
classification,nld_Latn,82411,▁vrijdag,14,0.07000000
classification,nld_Latn,82489,▁staten,5,0.02500000
classification,nld_Latn,82778,▁wens,2,0.01000000
classification,nld_Latn,82788,gekomen,2,0.01000000
classification,nld_Latn,82985,klassen,1,0.00500000
classification,nld_Latn,83414,schijn,1,0.00500000
classification,nld_Latn,83496,parken,1,0.00500000
classification,nld_Latn,83644,bakken,2,0.01000000
classification,nld_Latn,83686,▁juri,1,0.00500000
classification,nld_Latn,83777,▁diamant,1,0.00500000
classification,nld_Latn,83939,zijn,10,0.05000000
classification,nld_Latn,84151,▁krijg,2,0.01000000
classification,nld_Latn,84252,▁kwart,1,0.00500000
classification,nld_Latn,84569,▁haal,7,0.03500000
classification,nld_Latn,84613,▁ontvangen,3,0.01500000
classification,nld_Latn,84694,kens,1,0.00500000
classification,nld_Latn,84914,▁rahul,1,0.00500000
classification,nld_Latn,85050,▁rov,1,0.00500000
classification,nld_Latn,85247,▁trim,1,0.00500000
classification,nld_Latn,85365,▁besch,7,0.03500000
classification,nld_Latn,85407,panda,1,0.00500000
classification,nld_Latn,85461,▁gedacht,1,0.00500000
classification,nld_Latn,85540,valent,1,0.00500000
classification,nld_Latn,85640,rapport,1,0.00500000
classification,nld_Latn,85782,▁ouder,2,0.01000000
classification,nld_Latn,85845,nieuw,1,0.00500000
classification,nld_Latn,85907,hoek,2,0.01000000
classification,nld_Latn,86031,▁activiteiten,1,0.00500000
classification,nld_Latn,86426,▁voordat,2,0.01000000
classification,nld_Latn,86439,niveau,1,0.00500000
classification,nld_Latn,86532,rush,1,0.00500000
classification,nld_Latn,86790,slaan,4,0.02000000
classification,nld_Latn,86831,mobile,1,0.00500000
classification,nld_Latn,86943,▁hotels,1,0.00500000
classification,nld_Latn,86949,▁heen,1,0.00500000
classification,nld_Latn,87091,▁trein,53,0.26500000
classification,nld_Latn,87107,▁melk,5,0.02500000
classification,nld_Latn,87199,▁teams,1,0.00500000
classification,nld_Latn,87219,▁bell,2,0.01000000
classification,nld_Latn,87249,schrijving,5,0.02500000
classification,nld_Latn,87281,▁nacht,3,0.01500000
classification,nld_Latn,87301,pjes,1,0.00500000
classification,nld_Latn,87482,situ,5,0.02500000
classification,nld_Latn,87610,▁nul,1,0.00500000
classification,nld_Latn,87740,▁panne,1,0.00500000
classification,nld_Latn,87855,▁precies,1,0.00500000
classification,nld_Latn,87858,alaba,1,0.00500000
classification,nld_Latn,87904,▁chica,1,0.00500000
classification,nld_Latn,87971,▁wou,1,0.00500000
classification,nld_Latn,88128,▁muzika,1,0.00500000
classification,nld_Latn,88135,▁luister,20,0.10000000
classification,nld_Latn,88490,▁frank,4,0.02000000
classification,nld_Latn,88647,veel,1,0.00500000
classification,nld_Latn,88731,▁bestand,1,0.00500000
classification,nld_Latn,88794,kleding,5,0.02500000
classification,nld_Latn,89043,▁ouders,1,0.00500000
classification,nld_Latn,89079,kalender,1,0.00500000
classification,nld_Latn,89225,▁bevestig,4,0.02000000
classification,nld_Latn,89406,▁tweet,11,0.05500000
classification,nld_Latn,89462,▁inhoud,2,0.01000000
classification,nld_Latn,89580,▁betekent,6,0.03000000
classification,nld_Latn,89597,italia,2,0.01000000
classification,nld_Latn,89616,maken,2,0.01000000
classification,nld_Latn,89618,▁kook,3,0.01500000
classification,nld_Latn,89697,strom,1,0.00500000
classification,nld_Latn,89853,▁melding,8,0.04000000
classification,nld_Latn,90064,▁opinie,1,0.00500000
classification,nld_Latn,90112,▁meteen,1,0.00500000
classification,nld_Latn,90143,staande,5,0.02500000
classification,nld_Latn,90543,laag,7,0.03500000
classification,nld_Latn,90618,▁sinds,1,0.00500000
classification,nld_Latn,90689,▁kerst,1,0.00500000
classification,nld_Latn,90697,delijk,3,0.01500000
classification,nld_Latn,90722,datum,1,0.00500000
classification,nld_Latn,90725,▁persoonlijke,1,0.00500000
classification,nld_Latn,90859,▁eet,1,0.00500000
classification,nld_Latn,90929,▁koning,1,0.00500000
classification,nld_Latn,91027,▁neer,1,0.00500000
classification,nld_Latn,91097,▁cold,1,0.00500000
classification,nld_Latn,91208,▁standaard,3,0.01500000
classification,nld_Latn,91291,▁toekomst,2,0.01000000
classification,nld_Latn,91370,▁netwerk,1,0.00500000
classification,nld_Latn,91577,jing,1,0.00500000
classification,nld_Latn,91621,hockey,2,0.01000000
classification,nld_Latn,91841,lood,1,0.00500000
classification,nld_Latn,92102,zwol,1,0.00500000
classification,nld_Latn,92175,▁augustus,1,0.00500000
classification,nld_Latn,92233,▁dagelijks,2,0.01000000
classification,nld_Latn,92359,▁gevonden,1,0.00500000
classification,nld_Latn,92460,▁goud,2,0.01000000
classification,nld_Latn,93055,▁handels,1,0.00500000
classification,nld_Latn,93512,wezen,1,0.00500000
classification,nld_Latn,93526,▁witte,2,0.01000000
classification,nld_Latn,93636,▁bekijken,1,0.00500000
classification,nld_Latn,93769,▁brenn,1,0.00500000
classification,nld_Latn,94000,▁dinner,1,0.00500000
classification,nld_Latn,94060,houding,1,0.00500000
classification,nld_Latn,94237,trouw,2,0.01000000
classification,nld_Latn,94421,melo,1,0.00500000
classification,nld_Latn,94591,▁slecht,1,0.00500000
classification,nld_Latn,94769,genti,4,0.02000000
classification,nld_Latn,94922,music,2,0.01000000
classification,nld_Latn,95015,knop,3,0.01500000
classification,nld_Latn,95106,▁bijzonder,1,0.00500000
classification,nld_Latn,95545,▁penn,1,0.00500000
classification,nld_Latn,95656,▁donker,5,0.02500000
classification,nld_Latn,95680,lips,2,0.01000000
classification,nld_Latn,96212,▁tic,1,0.00500000
classification,nld_Latn,96403,vatten,1,0.00500000
classification,nld_Latn,96514,geschreven,1,0.00500000
classification,nld_Latn,96545,▁neemt,1,0.00500000
classification,nld_Latn,96698,▁chili,1,0.00500000
classification,nld_Latn,96889,▁domino,5,0.02500000
classification,nld_Latn,97011,▁praktijk,1,0.00500000
classification,nld_Latn,97228,▁inventar,1,0.00500000
classification,nld_Latn,97368,divi,1,0.00500000
classification,nld_Latn,97383,▁toen,1,0.00500000
classification,nld_Latn,97578,▁kast,1,0.00500000
classification,nld_Latn,97910,▁bail,1,0.00500000
classification,nld_Latn,98098,gemaakt,3,0.01500000
classification,nld_Latn,98199,▁aard,3,0.01500000
classification,nld_Latn,98360,sonder,1,0.00500000
classification,nld_Latn,98911,▁remind,2,0.01000000
classification,nld_Latn,99126,▁ticket,5,0.02500000
classification,nld_Latn,99162,▁heavy,2,0.01000000
classification,nld_Latn,99326,chine,3,0.01500000
classification,nld_Latn,99327,▁wensen,1,0.00500000
classification,nld_Latn,99507,salon,1,0.00500000
classification,nld_Latn,99532,▁politieke,1,0.00500000
classification,nld_Latn,99593,▁leiden,2,0.01000000
classification,nld_Latn,99653,▁podcast,34,0.17000000
classification,nld_Latn,99696,gestuur,4,0.02000000
classification,nld_Latn,99718,▁elf,6,0.03000000
classification,nld_Latn,100814,▁vlieg,5,0.02500000
classification,nld_Latn,101482,kracht,1,0.00500000
classification,nld_Latn,101804,▁lijst,127,0.63500000
classification,nld_Latn,101933,▁thema,2,0.01000000
classification,nld_Latn,101944,▁laaste,1,0.00500000
classification,nld_Latn,102128,▁eeuw,1,0.00500000
classification,nld_Latn,102227,▁koper,1,0.00500000
classification,nld_Latn,102347,▁leveren,1,0.00500000
classification,nld_Latn,102573,▁gegaan,1,0.00500000
classification,nld_Latn,102647,▁plezier,1,0.00500000
classification,nld_Latn,103049,▁hurt,1,0.00500000
classification,nld_Latn,103122,▁born,1,0.00500000
classification,nld_Latn,103128,▁belangrijke,1,0.00500000
classification,nld_Latn,103149,machine,1,0.00500000
classification,nld_Latn,103351,▁frequent,1,0.00500000
classification,nld_Latn,103376,▁kenne,2,0.01000000
classification,nld_Latn,103494,▁dead,1,0.00500000
classification,nld_Latn,103551,vrij,2,0.01000000
classification,nld_Latn,103584,▁jezelf,1,0.00500000
classification,nld_Latn,103634,▁leeftijd,1,0.00500000
classification,nld_Latn,103949,▁fijn,1,0.00500000
classification,nld_Latn,103967,▁silent,1,0.00500000
classification,nld_Latn,104241,theater,4,0.02000000
classification,nld_Latn,104244,▁korting,1,0.00500000
classification,nld_Latn,104418,▁opnieuw,4,0.02000000
classification,nld_Latn,104635,zetten,8,0.04000000
classification,nld_Latn,104710,▁verkeerd,1,0.00500000
classification,nld_Latn,104765,▁wijn,3,0.01500000
classification,nld_Latn,105049,prijs,1,0.00500000
classification,nld_Latn,105422,▁straks,1,0.00500000
classification,nld_Latn,105765,▁hoger,2,0.01000000
classification,nld_Latn,106095,feed,1,0.00500000
classification,nld_Latn,106141,▁meestal,2,0.01000000
classification,nld_Latn,106201,▁volledige,1,0.00500000
classification,nld_Latn,106829,▁broer,2,0.01000000
classification,nld_Latn,106955,▁jackpot,1,0.00500000
classification,nld_Latn,106985,▁indis,1,0.00500000
classification,nld_Latn,107024,▁tomate,1,0.00500000
classification,nld_Latn,107237,▁gegeven,2,0.01000000
classification,nld_Latn,107368,▁virgin,1,0.00500000
classification,nld_Latn,107990,▁schrijven,1,0.00500000
classification,nld_Latn,108203,▁snow,2,0.01000000
classification,nld_Latn,108475,centa,2,0.01000000
classification,nld_Latn,108495,▁lyn,1,0.00500000
classification,nld_Latn,108600,spraak,8,0.04000000
classification,nld_Latn,108787,▁apple,1,0.00500000
classification,nld_Latn,108823,▁spreek,2,0.01000000
classification,nld_Latn,109064,overeenkomst,1,0.00500000
classification,nld_Latn,109498,burger,2,0.01000000
classification,nld_Latn,109735,▁horen,19,0.09500000
classification,nld_Latn,109905,▁scherm,1,0.00500000
classification,nld_Latn,109911,▁meal,1,0.00500000
classification,nld_Latn,110397,▁klok,1,0.00500000
classification,nld_Latn,110942,▁lied,51,0.25500000
classification,nld_Latn,110983,▁bestelling,5,0.02500000
classification,nld_Latn,111017,▁minste,1,0.00500000
classification,nld_Latn,111605,stien,2,0.01000000
classification,nld_Latn,111761,▁paprika,1,0.00500000
classification,nld_Latn,111765,▁begint,3,0.01500000
classification,nld_Latn,111969,▁straat,1,0.00500000
classification,nld_Latn,111970,▁afspraak,24,0.12000000
classification,nld_Latn,112019,▁emotion,1,0.00500000
classification,nld_Latn,112373,▁hetzelfde,1,0.00500000
classification,nld_Latn,112462,▁favori,1,0.00500000
classification,nld_Latn,112977,▁vervolgens,1,0.00500000
classification,nld_Latn,112987,▁klop,2,0.01000000
classification,nld_Latn,113194,levering,14,0.07000000
classification,nld_Latn,113696,▁vreemde,1,0.00500000
classification,nld_Latn,114007,▁pong,1,0.00500000
classification,nld_Latn,114014,makers,1,0.00500000
classification,nld_Latn,114015,▁sister,1,0.00500000
classification,nld_Latn,114419,▁updates,6,0.03000000
classification,nld_Latn,114524,▁verzamel,1,0.00500000
classification,nld_Latn,115215,▁schools,1,0.00500000
classification,nld_Latn,115356,▁gezondheid,2,0.01000000
classification,nld_Latn,115640,▁fantastisch,1,0.00500000
classification,nld_Latn,115655,▁maandag,10,0.05000000
classification,nld_Latn,115700,▁shape,1,0.00500000
classification,nld_Latn,115914,iële,1,0.00500000
classification,nld_Latn,116030,▁hoeveel,29,0.14500000
classification,nld_Latn,116056,dzes,2,0.01000000
classification,nld_Latn,116159,coop,5,0.02500000
classification,nld_Latn,116162,▁vloer,1,0.00500000
classification,nld_Latn,116191,▁noem,1,0.00500000
