condition,language_i,language_j,flores_type_iou_percent,mteb_type_iou_percent,difference_points
sts,hin_Deva,guj_Gujr,6.15909766,0.85393258,-5.30516508
sts,hin_Deva,rus_Cyrl,2.92167577,0.64386318,-2.27781259
sts,hin_Deva,zho_Hans,3.27494288,0.34393809,-2.93100479
sts,hin_Deva,jpn_Jpan,2.27925685,0.05364807,-2.22560878
sts,hin_Deva,kor_Hang,4.43652850,0.71556351,-3.72096499
sts,guj_Gujr,rus_Cyrl,3.36785384,0.66362505,-2.70422879
sts,guj_Gujr,zho_Hans,3.78871404,0.53380783,-3.25490621
sts,guj_Gujr,jpn_Jpan,2.86546302,0.05586592,-2.80959710
sts,guj_Gujr,kor_Hang,5.67107750,0.78667284,-4.88440466
sts,rus_Cyrl,zho_Hans,3.04471931,0.35885167,-2.68586764
sts,rus_Cyrl,jpn_Jpan,1.82989691,0.09775171,-1.73214520
sts,rus_Cyrl,kor_Hang,3.54019450,0.61983471,-2.92035979
sts,zho_Hans,jpn_Jpan,15.78947368,3.69349504,-12.09597864
sts,zho_Hans,kor_Hang,6.19330365,0.48737262,-5.70593103
sts,jpn_Jpan,kor_Hang,3.28420670,0.05561735,-3.22858935
retrieval,eng_Latn,deu_Latn,21.93094629,11.70842251,-10.22252378
retrieval,eng_Latn,nld_Latn,28.82450201,12.50497810,-16.31952391
retrieval,eng_Latn,swe_Latn,25.36534447,13.42229199,-11.94305248
retrieval,eng_Latn,spa_Latn,22.86655212,11.48604802,-11.38050410
retrieval,eng_Latn,fra_Latn,29.59531163,14.44572085,-15.14959078
retrieval,eng_Latn,ita_Latn,25.89240091,13.73138228,-12.16101863
retrieval,eng_Latn,por_Latn,24.12884334,12.82284231,-11.30600103
retrieval,eng_Latn,ron_Latn,27.26789242,10.65214504,-16.61574738
retrieval,eng_Latn,ind_Latn,22.77916383,12.04439400,-10.73476983
retrieval,eng_Latn,zsm_Latn,24.09535642,12.86068677,-11.23466965
retrieval,eng_Latn,tgl_Latn,30.50486099,12.88651942,-17.61834157
retrieval,eng_Latn,pol_Latn,18.97840532,9.49429846,-9.48410686
retrieval,eng_Latn,hun_Latn,18.38638468,6.91495815,-11.47142653
retrieval,eng_Latn,tur_Latn,19.35413326,10.60813332,-8.74599994
retrieval,eng_Latn,vie_Latn,22.99430279,4.81300300,-18.18129979
retrieval,eng_Latn,arb_Arab,3.44107696,1.35678392,-2.08429304
retrieval,eng_Latn,hin_Deva,4.10970052,1.77003885,-2.33966167
retrieval,eng_Latn,guj_Gujr,4.65716745,1.80254672,-2.85462073
retrieval,eng_Latn,rus_Cyrl,4.24133116,1.13323798,-3.10809318
retrieval,eng_Latn,tha_Thai,10.93658127,5.01903285,-5.91754842
retrieval,eng_Latn,zho_Hans,7.33458596,3.59096314,-3.74362282
retrieval,eng_Latn,jpn_Jpan,2.91586658,1.21703854,-1.69882804
retrieval,eng_Latn,kor_Hang,8.11722200,4.46453801,-3.65268399
retrieval,deu_Latn,nld_Latn,26.26518596,14.12720939,-12.13797657
retrieval,deu_Latn,swe_Latn,24.88691032,12.71661888,-12.17029144
retrieval,deu_Latn,spa_Latn,16.72478453,8.04195804,-8.68282649
retrieval,deu_Latn,fra_Latn,19.59483306,9.06119247,-10.53364059
retrieval,deu_Latn,ita_Latn,18.73043362,9.89223877,-8.83819485
retrieval,deu_Latn,por_Latn,17.95371990,9.13907285,-8.81464705
retrieval,deu_Latn,ron_Latn,19.89760620,9.00663911,-10.89096709
retrieval,deu_Latn,ind_Latn,20.08424961,12.19541763,-7.88883198
retrieval,deu_Latn,zsm_Latn,19.77433820,10.81745544,-8.95688276
retrieval,deu_Latn,tgl_Latn,21.47774208,9.14446003,-12.33328205
retrieval,deu_Latn,pol_Latn,18.07429065,8.89624985,-9.17804080
retrieval,deu_Latn,hun_Latn,18.35443038,8.41695195,-9.93747843
retrieval,deu_Latn,tur_Latn,18.96975226,9.61902508,-9.35072718
retrieval,deu_Latn,vie_Latn,19.03030303,4.60918854,-14.42111449
retrieval,deu_Latn,arb_Arab,3.07543787,1.12642301,-1.94901486
retrieval,deu_Latn,hin_Deva,3.42640575,1.26530612,-2.16109963
retrieval,deu_Latn,guj_Gujr,3.88568338,1.36667184,-2.51901154
retrieval,deu_Latn,rus_Cyrl,4.09139513,0.99271306,-3.09868207
retrieval,deu_Latn,tha_Thai,9.75240825,4.16944185,-5.58296640
retrieval,deu_Latn,zho_Hans,6.97044017,3.33333333,-3.63710684
retrieval,deu_Latn,jpn_Jpan,2.63929619,1.19912791,-1.44016828
retrieval,deu_Latn,kor_Hang,7.30384292,4.07452084,-3.22932208
retrieval,nld_Latn,swe_Latn,26.91807542,12.24675325,-14.67132217
retrieval,nld_Latn,spa_Latn,20.23564483,8.33755061,-11.89809422
retrieval,nld_Latn,fra_Latn,24.57169316,9.16712479,-15.40456837
retrieval,nld_Latn,ita_Latn,23.13924051,9.23967774,-13.89956277
retrieval,nld_Latn,por_Latn,21.27844615,8.63733233,-12.64111382
retrieval,nld_Latn,ron_Latn,24.33428614,11.95901308,-12.37527306
retrieval,nld_Latn,ind_Latn,22.71508465,12.48412497,-10.23095968
retrieval,nld_Latn,zsm_Latn,22.27653631,9.92473530,-12.35180101
retrieval,nld_Latn,tgl_Latn,25.25747508,8.66813834,-16.58933674
retrieval,nld_Latn,pol_Latn,20.05943536,8.20739649,-11.85203887
retrieval,nld_Latn,hun_Latn,19.85240392,10.79445145,-9.05795247
retrieval,nld_Latn,tur_Latn,20.12644106,8.26617827,-11.86026279
retrieval,nld_Latn,vie_Latn,21.29473487,6.00961538,-15.28511949
retrieval,nld_Latn,arb_Arab,3.21756895,1.03028019,-2.18728876
retrieval,nld_Latn,hin_Deva,3.61852951,1.19218615,-2.42634336
retrieval,nld_Latn,guj_Gujr,4.09708738,1.20541612,-2.89167126
retrieval,nld_Latn,rus_Cyrl,4.19856318,1.40517814,-2.79338504
retrieval,nld_Latn,tha_Thai,10.47303046,3.86230059,-6.61072987
retrieval,nld_Latn,zho_Hans,7.00088189,2.89065277,-4.11022912
retrieval,nld_Latn,jpn_Jpan,2.76215203,0.97715736,-1.78499467
retrieval,nld_Latn,kor_Hang,7.51745413,3.13593728,-4.38151685
retrieval,swe_Latn,spa_Latn,19.45054945,9.69438878,-9.75616067
retrieval,swe_Latn,fra_Latn,22.40171129,10.88704183,-11.51466946
retrieval,swe_Latn,ita_Latn,21.82642036,11.93389681,-9.89252355
retrieval,swe_Latn,por_Latn,20.27433690,10.15663849,-10.11769841
retrieval,swe_Latn,ron_Latn,22.62420566,9.00346287,-13.62074279
retrieval,swe_Latn,ind_Latn,22.79132185,12.09907121,-10.69225064
retrieval,swe_Latn,zsm_Latn,22.31024596,12.48404391,-9.82620205
retrieval,swe_Latn,tgl_Latn,24.63291342,10.96632504,-13.66658838
retrieval,swe_Latn,pol_Latn,20.19595667,10.21057786,-9.98537881
retrieval,swe_Latn,hun_Latn,20.69459363,8.45308538,-12.24150825
retrieval,swe_Latn,tur_Latn,20.56495534,10.90441806,-9.66053728
retrieval,swe_Latn,vie_Latn,19.45261656,4.27193385,-15.18068271
retrieval,swe_Latn,arb_Arab,3.07116634,1.26644535,-1.80472099
retrieval,swe_Latn,hin_Deva,3.36534646,1.52853737,-1.83680909
retrieval,swe_Latn,guj_Gujr,3.88620305,1.55773246,-2.32847059
retrieval,swe_Latn,rus_Cyrl,4.07180134,1.04717694,-3.02462440
retrieval,swe_Latn,tha_Thai,9.70770738,4.47126594,-5.23644144
retrieval,swe_Latn,zho_Hans,6.70831963,3.25581395,-3.45250568
retrieval,swe_Latn,jpn_Jpan,2.59613371,1.06620382,-1.52992989
retrieval,swe_Latn,kor_Hang,7.24297236,3.44733242,-3.79563994
retrieval,spa_Latn,fra_Latn,23.05345729,11.19083759,-11.86261970
retrieval,spa_Latn,ita_Latn,27.97242964,15.83454090,-12.13788874
retrieval,spa_Latn,por_Latn,40.41803476,23.20752070,-17.21051406
retrieval,spa_Latn,ron_Latn,27.50349496,10.39863624,-17.10485872
retrieval,spa_Latn,ind_Latn,19.14984060,9.58837181,-9.56146879
retrieval,spa_Latn,zsm_Latn,19.30115274,9.76744186,-9.53371088
retrieval,spa_Latn,tgl_Latn,22.97506582,10.78445856,-12.19060726
retrieval,spa_Latn,pol_Latn,17.30375652,8.88454967,-8.41920685
retrieval,spa_Latn,hun_Latn,18.05517431,6.89323886,-11.16193545
retrieval,spa_Latn,tur_Latn,17.35668790,8.72775693,-8.62893097
retrieval,spa_Latn,vie_Latn,18.47797983,4.48688092,-13.99109891
retrieval,spa_Latn,arb_Arab,2.92659413,1.21618268,-1.71041145
retrieval,spa_Latn,hin_Deva,3.13946313,1.51708493,-1.62237820
retrieval,spa_Latn,guj_Gujr,3.56853933,1.52845528,-2.04008405
retrieval,spa_Latn,rus_Cyrl,3.92200933,0.77098491,-3.15102442
retrieval,spa_Latn,tha_Thai,8.96371828,3.53021978,-5.43349850
retrieval,spa_Latn,zho_Hans,6.24399000,2.82776350,-3.41622650
retrieval,spa_Latn,jpn_Jpan,2.38111436,0.95047524,-1.43063912
retrieval,spa_Latn,kor_Hang,6.45039036,2.78884462,-3.66154574
retrieval,fra_Latn,ita_Latn,25.83887657,13.02724381,-12.81163276
retrieval,fra_Latn,por_Latn,24.17272592,12.36403690,-11.80868902
retrieval,fra_Latn,ron_Latn,25.69190998,9.45964912,-16.23226086
retrieval,fra_Latn,ind_Latn,19.43636770,8.65096917,-10.78539853
retrieval,fra_Latn,zsm_Latn,19.68258790,9.09090909,-10.59167881
retrieval,fra_Latn,tgl_Latn,22.35742679,10.02879079,-12.32863600
retrieval,fra_Latn,pol_Latn,17.60221760,8.49451124,-9.10770636
retrieval,fra_Latn,hun_Latn,18.41345460,6.87919463,-11.53425997
retrieval,fra_Latn,tur_Latn,17.82770443,7.95249161,-9.87521282
retrieval,fra_Latn,vie_Latn,20.10945181,4.73088790,-15.37856391
retrieval,fra_Latn,arb_Arab,3.02919974,1.16794201,-1.86125773
retrieval,fra_Latn,hin_Deva,3.16730943,1.52126669,-1.64604274
retrieval,fra_Latn,guj_Gujr,3.68365078,1.55290719,-2.13074359
retrieval,fra_Latn,rus_Cyrl,4.00822803,0.87361677,-3.13461126
retrieval,fra_Latn,tha_Thai,9.60418601,3.71869846,-5.88548755
retrieval,fra_Latn,zho_Hans,6.64548405,2.84133769,-3.80414636
retrieval,fra_Latn,jpn_Jpan,2.65072391,1.04406780,-1.60665611
retrieval,fra_Latn,kor_Hang,6.98651159,3.21901324,-3.76749835
retrieval,ita_Latn,por_Latn,29.11689263,16.73008791,-12.38680472
retrieval,ita_Latn,ron_Latn,30.31731777,11.64311879,-18.67419898
retrieval,ita_Latn,ind_Latn,20.79759863,10.50711419,-10.29048444
retrieval,ita_Latn,zsm_Latn,20.38336347,10.60132517,-9.78203830
retrieval,ita_Latn,tgl_Latn,24.05781335,11.00743549,-13.05037786
retrieval,ita_Latn,pol_Latn,18.53917663,9.32736511,-9.21181152
retrieval,ita_Latn,hun_Latn,18.08866726,6.63512714,-11.45354012
retrieval,ita_Latn,tur_Latn,18.51259218,9.69492343,-8.81766875
retrieval,ita_Latn,vie_Latn,19.36653146,4.71164143,-14.65489003
retrieval,ita_Latn,arb_Arab,3.10742214,1.24862284,-1.85879930
retrieval,ita_Latn,hin_Deva,3.28548399,1.47858837,-1.80689562
retrieval,ita_Latn,guj_Gujr,3.69907076,1.64641944,-2.05265132
retrieval,ita_Latn,rus_Cyrl,4.05488659,0.82635759,-3.22852900
retrieval,ita_Latn,tha_Thai,9.45466025,4.30752454,-5.14713571
retrieval,ita_Latn,zho_Hans,6.59115633,3.23066234,-3.36049399
retrieval,ita_Latn,jpn_Jpan,2.68711407,1.18650352,-1.50061055
retrieval,ita_Latn,kor_Hang,6.97357462,3.33242655,-3.64114807
retrieval,por_Latn,ron_Latn,27.96502504,11.25326371,-16.71176133
retrieval,por_Latn,ind_Latn,20.23740591,10.37460472,-9.86280119
retrieval,por_Latn,zsm_Latn,20.29571870,10.43750000,-9.85821870
retrieval,por_Latn,tgl_Latn,23.37662338,11.79411765,-11.58250573
retrieval,por_Latn,pol_Latn,17.90533736,9.50012133,-8.40521603
retrieval,por_Latn,hun_Latn,18.74388710,7.52328636,-11.22060074
retrieval,por_Latn,tur_Latn,18.28070919,9.62954024,-8.65116895
retrieval,por_Latn,vie_Latn,20.12952449,5.38247995,-14.74704454
retrieval,por_Latn,arb_Arab,3.19215961,1.34985888,-1.84230073
retrieval,por_Latn,hin_Deva,3.44150232,1.60884163,-1.83266069
retrieval,por_Latn,guj_Gujr,3.87369194,1.61703490,-2.25665704
retrieval,por_Latn,rus_Cyrl,4.02707468,0.88162563,-3.14544905
retrieval,por_Latn,tha_Thai,9.56107794,4.08719346,-5.47388448
retrieval,por_Latn,zho_Hans,6.52131468,3.49918624,-3.02212844
retrieval,por_Latn,jpn_Jpan,2.53523073,1.17574257,-1.35948816
retrieval,por_Latn,kor_Hang,6.98105914,3.49297312,-3.48808602
retrieval,ron_Latn,ind_Latn,22.84366577,11.13520408,-11.70846169
retrieval,ron_Latn,zsm_Latn,22.12978369,9.34314105,-12.78664264
retrieval,ron_Latn,tgl_Latn,24.31693989,8.20505156,-16.11188833
retrieval,ron_Latn,pol_Latn,21.21656540,7.64165010,-13.57491530
retrieval,ron_Latn,hun_Latn,19.19363998,10.38446800,-8.80917198
retrieval,ron_Latn,tur_Latn,20.45735926,7.50554597,-12.95181329
retrieval,ron_Latn,vie_Latn,20.70963070,6.23871286,-14.47091784
retrieval,ron_Latn,arb_Arab,3.17268791,0.81705604,-2.35563187
retrieval,ron_Latn,hin_Deva,3.48131587,0.89181287,-2.58950300
retrieval,ron_Latn,guj_Gujr,3.90909941,0.97857263,-2.93052678
retrieval,ron_Latn,rus_Cyrl,4.16450665,1.23442936,-2.93007729
retrieval,ron_Latn,tha_Thai,9.73988676,3.11703032,-6.62285644
retrieval,ron_Latn,zho_Hans,6.72213418,2.36097795,-4.36115623
retrieval,ron_Latn,jpn_Jpan,2.59321559,0.83892617,-1.75428942
retrieval,ron_Latn,kor_Hang,7.20295667,2.78924150,-4.41371517
retrieval,ind_Latn,zsm_Latn,61.82345027,38.47806075,-23.34538952
retrieval,ind_Latn,tgl_Latn,31.72772103,14.40105696,-17.32666407
retrieval,ind_Latn,pol_Latn,19.64488636,9.23313974,-10.41174662
retrieval,ind_Latn,hun_Latn,19.63406569,9.59475566,-10.03931003
retrieval,ind_Latn,tur_Latn,22.64901676,11.81292189,-10.83609487
retrieval,ind_Latn,vie_Latn,21.56398104,5.54470323,-16.01927781
retrieval,ind_Latn,arb_Arab,3.19328968,1.19760479,-1.99568489
retrieval,ind_Latn,hin_Deva,3.50877193,1.53929982,-1.96947211
retrieval,ind_Latn,guj_Gujr,4.16666667,1.50597733,-2.66068934
retrieval,ind_Latn,rus_Cyrl,4.15481271,1.21577334,-2.93903937
retrieval,ind_Latn,tha_Thai,10.32678617,4.44118432,-5.88560185
retrieval,ind_Latn,zho_Hans,6.99343724,3.70623788,-3.28719936
retrieval,ind_Latn,jpn_Jpan,2.71193835,1.11191685,-1.60002150
retrieval,ind_Latn,kor_Hang,7.39013013,3.98502273,-3.40510740
retrieval,zsm_Latn,tgl_Latn,32.62360159,15.13719512,-17.48640647
retrieval,zsm_Latn,pol_Latn,19.11669659,9.29014976,-9.82654683
retrieval,zsm_Latn,hun_Latn,19.78169856,8.70356883,-11.07812973
retrieval,zsm_Latn,tur_Latn,22.62830482,12.62619968,-10.00210514
retrieval,zsm_Latn,vie_Latn,22.94296057,4.48174958,-18.46121099
retrieval,zsm_Latn,arb_Arab,3.45708703,1.29549661,-2.16159042
retrieval,zsm_Latn,hin_Deva,4.23257802,1.77765237,-2.45492565
retrieval,zsm_Latn,guj_Gujr,4.70838396,1.67904424,-3.02933972
retrieval,zsm_Latn,rus_Cyrl,4.15689105,1.19254120,-2.96434985
retrieval,zsm_Latn,tha_Thai,10.95070423,5.41591446,-5.53478977
retrieval,zsm_Latn,zho_Hans,7.26132404,3.60402527,-3.65729877
retrieval,zsm_Latn,jpn_Jpan,2.95471418,1.19551681,-1.75919737
retrieval,zsm_Latn,kor_Hang,7.87487420,3.74449339,-4.13038081
retrieval,tgl_Latn,pol_Latn,21.44274809,10.45649073,-10.98625736
retrieval,tgl_Latn,hun_Latn,20.99992114,7.41410488,-13.58581626
retrieval,tgl_Latn,tur_Latn,24.30607034,11.66285060,-12.64321974
retrieval,tgl_Latn,vie_Latn,24.88706797,5.33206831,-19.55499966
retrieval,tgl_Latn,arb_Arab,3.70839937,1.27739875,-2.43100062
retrieval,tgl_Latn,hin_Deva,4.41723356,1.71768707,-2.69954649
retrieval,tgl_Latn,guj_Gujr,5.22704998,1.76813341,-3.45891657
retrieval,tgl_Latn,rus_Cyrl,4.40567340,0.94704050,-3.45863290
retrieval,tgl_Latn,tha_Thai,11.61441273,3.82103201,-7.79338072
retrieval,tgl_Latn,zho_Hans,7.81066823,3.20964247,-4.60102576
retrieval,tgl_Latn,jpn_Jpan,3.09520088,1.10002933,-1.99517155
retrieval,tgl_Latn,kor_Hang,8.41711896,3.37871084,-5.03840812
retrieval,pol_Latn,hun_Latn,18.35290885,6.87156714,-11.48134171
retrieval,pol_Latn,tur_Latn,18.06550309,9.02859844,-9.03690465
retrieval,pol_Latn,vie_Latn,17.05472468,3.76432079,-13.29040389
retrieval,pol_Latn,arb_Arab,2.92096220,1.01010101,-1.91086119
retrieval,pol_Latn,hin_Deva,3.17240317,1.52200740,-1.65039577
retrieval,pol_Latn,guj_Gujr,3.55958038,1.37500000,-2.18458038
retrieval,pol_Latn,rus_Cyrl,3.97417906,0.86846007,-3.10571899
retrieval,pol_Latn,tha_Thai,8.83233533,3.53958749,-5.29274784
retrieval,pol_Latn,zho_Hans,6.23960067,3.01856703,-3.22103364
retrieval,pol_Latn,jpn_Jpan,2.48793420,1.00813798,-1.47979622
retrieval,pol_Latn,kor_Hang,6.54149001,3.33021265,-3.21127736
retrieval,hun_Latn,tur_Latn,19.72283005,7.85002929,-11.87280076
retrieval,hun_Latn,vie_Latn,19.47182780,6.12026862,-13.35155918
retrieval,hun_Latn,arb_Arab,3.12008015,0.79393721,-2.32614294
retrieval,hun_Latn,hin_Deva,3.46662367,0.91580098,-2.55082269
retrieval,hun_Latn,guj_Gujr,3.94587434,1.12587959,-2.81999475
retrieval,hun_Latn,rus_Cyrl,4.24333894,1.59290143,-2.65043751
retrieval,hun_Latn,tha_Thai,9.67795347,3.09552278,-6.58243069
retrieval,hun_Latn,zho_Hans,6.75720658,2.59238204,-4.16482454
retrieval,hun_Latn,jpn_Jpan,2.68166702,0.82654674,-1.85512028
retrieval,hun_Latn,kor_Hang,7.06246037,2.63753830,-4.42492207
retrieval,tur_Latn,vie_Latn,20.21523332,4.39299495,-15.82223837
retrieval,tur_Latn,arb_Arab,3.19241983,1.30523291,-1.88718692
retrieval,tur_Latn,hin_Deva,3.67501648,1.73095271,-1.94406377
retrieval,tur_Latn,guj_Gujr,4.21400136,1.67701863,-2.53698273
retrieval,tur_Latn,rus_Cyrl,4.07335567,1.06506380,-3.00829187
retrieval,tur_Latn,tha_Thai,10.01439093,4.65830219,-5.35608874
retrieval,tur_Latn,zho_Hans,6.79296346,3.57224118,-3.22072228
retrieval,tur_Latn,jpn_Jpan,2.67117863,1.17163909,-1.49953954
retrieval,tur_Latn,kor_Hang,7.28450020,3.35855569,-3.92594451
retrieval,vie_Latn,arb_Arab,4.34368451,0.97592713,-3.36775738
retrieval,vie_Latn,hin_Deva,5.13452915,1.28254955,-3.85197960
retrieval,vie_Latn,guj_Gujr,6.25176404,1.60832545,-4.64343859
retrieval,vie_Latn,rus_Cyrl,5.10218872,1.34070491,-3.76148381
retrieval,vie_Latn,tha_Thai,14.00628711,2.28770132,-11.71858579
retrieval,vie_Latn,zho_Hans,8.67311679,1.99464126,-6.67847553
retrieval,vie_Latn,jpn_Jpan,3.54968624,0.92287409,-2.62681215
retrieval,vie_Latn,kor_Hang,9.89503608,1.87776141,-8.01727467
retrieval,arb_Arab,hin_Deva,3.48268441,1.32804152,-2.15464289
retrieval,arb_Arab,guj_Gujr,4.16467780,1.20268836,-2.96198944
retrieval,arb_Arab,rus_Cyrl,2.66100033,0.58573562,-2.07526471
retrieval,arb_Arab,tha_Thai,3.98259389,1.35818523,-2.62440866
retrieval,arb_Arab,zho_Hans,2.80513280,1.18567412,-1.61945868
retrieval,arb_Arab,jpn_Jpan,2.07379029,0.77415910,-1.29963119
retrieval,arb_Arab,kor_Hang,3.43844810,1.26582278,-2.17262532
retrieval,hin_Deva,guj_Gujr,6.15909766,1.89736956,-4.26172810
retrieval,hin_Deva,rus_Cyrl,2.92167577,0.75285566,-2.16882011
retrieval,hin_Deva,tha_Thai,4.92533987,1.65512582,-3.27021405
retrieval,hin_Deva,zho_Hans,3.27494288,1.49128920,-1.78365368
retrieval,hin_Deva,jpn_Jpan,2.27925685,0.79975392,-1.47950293
retrieval,hin_Deva,kor_Hang,4.43652850,1.68797954,-2.74854896
retrieval,guj_Gujr,rus_Cyrl,3.36785384,0.72090628,-2.64694756
retrieval,guj_Gujr,tha_Thai,5.89140778,1.93767479,-3.95373299
retrieval,guj_Gujr,zho_Hans,3.78871404,1.46636914,-2.32234490
retrieval,guj_Gujr,jpn_Jpan,2.86546302,0.85867621,-2.00678681
retrieval,guj_Gujr,kor_Hang,5.67107750,1.73317211,-3.93790539
retrieval,rus_Cyrl,tha_Thai,4.37154547,0.90503347,-3.46651200
retrieval,rus_Cyrl,zho_Hans,3.04471931,0.85818494,-2.18653437
retrieval,rus_Cyrl,jpn_Jpan,1.82989691,0.42838949,-1.40150742
retrieval,rus_Cyrl,kor_Hang,3.54019450,1.02474381,-2.51545069
retrieval,tha_Thai,zho_Hans,6.57994763,2.84678394,-3.73316369
retrieval,tha_Thai,jpn_Jpan,3.34420121,1.16771274,-2.17648847
retrieval,tha_Thai,kor_Hang,7.99614644,3.35778321,-4.63836323
retrieval,zho_Hans,jpn_Jpan,15.78947368,12.10835956,-3.68111412
retrieval,zho_Hans,kor_Hang,6.19330365,3.04919366,-3.14410999
retrieval,jpn_Jpan,kor_Hang,3.28420670,1.43088951,-1.85331719
classification,eng_Latn,deu_Latn,21.93094629,17.41221741,-4.51872888
classification,eng_Latn,nld_Latn,28.82450201,18.43011811,-10.39438390
classification,eng_Latn,swe_Latn,25.36534447,15.49740582,-9.86793865
classification,eng_Latn,spa_Latn,22.86655212,13.68888889,-9.17766323
classification,eng_Latn,fra_Latn,29.59531163,17.56892231,-12.02638932
classification,eng_Latn,ita_Latn,25.89240091,13.21225880,-12.68014211
classification,eng_Latn,por_Latn,24.12884334,13.53572244,-10.59312090
classification,eng_Latn,ron_Latn,27.26789242,14.73684211,-12.53105031
classification,eng_Latn,ind_Latn,22.77916383,13.92882395,-8.85033988
classification,eng_Latn,zsm_Latn,24.09535642,13.18298070,-10.91237572
classification,eng_Latn,tgl_Latn,30.50486099,19.75597092,-10.74889007
classification,eng_Latn,pol_Latn,18.97840532,12.57191562,-6.40648970
classification,eng_Latn,hun_Latn,18.38638468,9.14517161,-9.24121307
classification,eng_Latn,tur_Latn,19.35413326,10.65452235,-8.69961091
classification,eng_Latn,vie_Latn,22.99430279,8.86146943,-14.13283336
classification,eng_Latn,arb_Arab,3.44107696,5.41026153,1.96918457
classification,eng_Latn,hin_Deva,4.10970052,4.84016209,0.73046157
classification,eng_Latn,guj_Gujr,4.65716745,0.82358041,-3.83358704
classification,eng_Latn,rus_Cyrl,4.24133116,1.95326762,-2.28806354
classification,eng_Latn,tha_Thai,10.93658127,2.46885617,-8.46772510
classification,eng_Latn,zho_Hans,7.33458596,0.99840256,-6.33618340
classification,eng_Latn,jpn_Jpan,2.91586658,3.18237454,0.26650796
classification,eng_Latn,kor_Hang,8.11722200,1.19127894,-6.92594306
classification,deu_Latn,nld_Latn,26.26518596,18.28188562,-7.98330034
classification,deu_Latn,swe_Latn,24.88691032,15.46074335,-9.42616697
classification,deu_Latn,spa_Latn,16.72478453,9.86387435,-6.86091018
classification,deu_Latn,fra_Latn,19.59483306,12.56128882,-7.03354424
classification,deu_Latn,ita_Latn,18.73043362,10.56611927,-8.16431435
classification,deu_Latn,por_Latn,17.95371990,10.38062284,-7.57309706
classification,deu_Latn,ron_Latn,19.89760620,11.29237288,-8.60523332
classification,deu_Latn,ind_Latn,20.08424961,11.25056029,-8.83368932
classification,deu_Latn,zsm_Latn,19.77433820,9.89445910,-9.87987910
classification,deu_Latn,tgl_Latn,21.47774208,12.79429251,-8.68344957
classification,deu_Latn,pol_Latn,18.07429065,10.17708121,-7.89720944
classification,deu_Latn,hun_Latn,18.35443038,8.98899730,-9.36543308
classification,deu_Latn,tur_Latn,18.96975226,9.93839836,-9.03135390
classification,deu_Latn,vie_Latn,19.03030303,6.75891432,-12.27138871
classification,deu_Latn,arb_Arab,3.07543787,3.08689024,0.01145237
classification,deu_Latn,hin_Deva,3.42640575,2.48340826,-0.94299749
classification,deu_Latn,guj_Gujr,3.88568338,0.63131313,-3.25437025
classification,deu_Latn,rus_Cyrl,4.09139513,1.56388840,-2.52750673
classification,deu_Latn,tha_Thai,9.75240825,2.10618692,-7.64622133
classification,deu_Latn,zho_Hans,6.97044017,0.73786408,-6.23257609
classification,deu_Latn,jpn_Jpan,2.63929619,2.50938550,-0.12991069
classification,deu_Latn,kor_Hang,7.30384292,1.11329404,-6.19054888
classification,nld_Latn,swe_Latn,26.91807542,14.09381194,-12.82426348
classification,nld_Latn,spa_Latn,20.23564483,10.73796791,-9.49767692
classification,nld_Latn,fra_Latn,24.57169316,13.33174338,-11.23994978
classification,nld_Latn,ita_Latn,23.13924051,10.89630931,-12.24293120
classification,nld_Latn,por_Latn,21.27844615,10.51360843,-10.76483772
classification,nld_Latn,ron_Latn,24.33428614,11.89294194,-12.44134420
classification,nld_Latn,ind_Latn,22.71508465,11.35122839,-11.36385626
classification,nld_Latn,zsm_Latn,22.27653631,10.14525140,-12.13128491
classification,nld_Latn,tgl_Latn,25.25747508,13.50169985,-11.75577523
classification,nld_Latn,pol_Latn,20.05943536,11.21748179,-8.84195357
classification,nld_Latn,hun_Latn,19.85240392,8.79882402,-11.05357990
classification,nld_Latn,tur_Latn,20.12644106,9.98959417,-10.13684689
classification,nld_Latn,vie_Latn,21.29473487,6.56756757,-14.72716730
classification,nld_Latn,arb_Arab,3.21756895,3.50775194,0.29018299
classification,nld_Latn,hin_Deva,3.61852951,2.90076336,-0.71776615
classification,nld_Latn,guj_Gujr,4.09708738,0.74818298,-3.34890440
classification,nld_Latn,rus_Cyrl,4.19856318,1.49200072,-2.70656246
classification,nld_Latn,tha_Thai,10.47303046,2.09307504,-8.37995542
classification,nld_Latn,zho_Hans,7.00088189,0.60927673,-6.39160516
classification,nld_Latn,jpn_Jpan,2.76215203,2.58517034,-0.17698169
classification,nld_Latn,kor_Hang,7.51745413,1.01837503,-6.49907910
classification,swe_Latn,spa_Latn,19.45054945,10.43093033,-9.01961912
classification,swe_Latn,fra_Latn,22.40171129,10.74868651,-11.65302478
classification,swe_Latn,ita_Latn,21.82642036,10.54913295,-11.27728741
classification,swe_Latn,por_Latn,20.27433690,10.23524556,-10.03909134
classification,swe_Latn,ron_Latn,22.62420566,10.88449111,-11.73971455
classification,swe_Latn,ind_Latn,22.79132185,11.17760205,-11.61371980
classification,swe_Latn,zsm_Latn,22.31024596,11.02629347,-11.28395249
classification,swe_Latn,tgl_Latn,24.63291342,12.53953909,-12.09337433
classification,swe_Latn,pol_Latn,20.19595667,10.67371720,-9.52223947
classification,swe_Latn,hun_Latn,20.69459363,9.38808053,-11.30651310
