condition,language_code,token_id,token,count,frequency_percent
sts,nld_Latn,170981,▁katten,1,0.03388682
sts,nld_Latn,174245,▁achtergrond,4,0.13554727
sts,nld_Latn,174515,▁honden,2,0.06777364
sts,nld_Latn,177505,▁verkocht,1,0.03388682
sts,nld_Latn,177571,groot,1,0.03388682
sts,nld_Latn,177942,▁muzikant,1,0.03388682
sts,nld_Latn,179365,▁marathon,1,0.03388682
sts,nld_Latn,179371,fabriek,1,0.03388682
sts,nld_Latn,179695,toernooi,1,0.03388682
sts,nld_Latn,179817,▁blou,1,0.03388682
sts,nld_Latn,182255,structuur,1,0.03388682
sts,nld_Latn,183011,▁snowboard,1,0.03388682
sts,nld_Latn,184308,keeper,1,0.03388682
sts,nld_Latn,184466,▁rood,1,0.03388682
sts,nld_Latn,187798,▁voorbereiding,1,0.03388682
sts,nld_Latn,188049,▁Goud,1,0.03388682
sts,nld_Latn,190372,▁klere,1,0.03388682
sts,nld_Latn,192296,▁vliegtuig,2,0.06777364
sts,nld_Latn,196432,▁Dhabi,1,0.03388682
sts,nld_Latn,199765,▁hanteer,1,0.03388682
sts,nld_Latn,204196,rijf,1,0.03388682
sts,nld_Latn,205938,wedstrijd,1,0.03388682
sts,nld_Latn,206390,vrucht,1,0.03388682
sts,nld_Latn,207109,▁puppy,1,0.03388682
sts,nld_Latn,207789,▁schrijft,1,0.03388682
sts,nld_Latn,209057,▁aspirin,1,0.03388682
sts,nld_Latn,211139,▁Vriend,1,0.03388682
sts,nld_Latn,211543,▁toepas,1,0.03388682
sts,nld_Latn,211843,boerderij,1,0.03388682
sts,nld_Latn,213786,▁Subaru,1,0.03388682
sts,nld_Latn,214366,minstens,1,0.03388682
sts,nld_Latn,218005,▁sneeuw,1,0.03388682
sts,nld_Latn,221365,▁toevoegen,1,0.03388682
sts,nld_Latn,223231,▁deelnemen,1,0.03388682
sts,nld_Latn,226477,▁gevaarlijk,1,0.03388682
sts,nld_Latn,228399,▁omhoog,3,0.10166045
sts,nld_Latn,231119,▁Renaissance,1,0.03388682
sts,nld_Latn,231261,▁popcorn,1,0.03388682
sts,spa_Latn,4,",",184,6.28415301
sts,spa_Latn,5,.,48,1.63934426
sts,spa_Latn,6,▁,9,0.30737705
sts,spa_Latn,7,s,33,1.12704918
sts,spa_Latn,8,▁de,128,4.37158470
sts,spa_Latn,9,-,1,0.03415301
sts,spa_Latn,10,▁a,41,1.40027322
sts,spa_Latn,11,a,6,0.20491803
sts,spa_Latn,12,:,3,0.10245902
sts,spa_Latn,13,e,2,0.06830601
sts,spa_Latn,14,i,4,0.13661202
sts,spa_Latn,15,▁(,10,0.34153005
sts,spa_Latn,16,),3,0.10245902
sts,spa_Latn,18,t,2,0.06830601
sts,spa_Latn,19,n,9,0.30737705
sts,spa_Latn,21,▁la,55,1.87841530
sts,spa_Latn,22,▁en,60,2.04918033
sts,spa_Latn,23,▁in,5,0.17076503
sts,spa_Latn,25,',1,0.03415301
sts,spa_Latn,26,’,2,0.06830601
sts,spa_Latn,28,▁e,6,0.20491803
sts,spa_Latn,31,o,8,0.27322404
sts,spa_Latn,32,?,2,0.06830601
sts,spa_Latn,33,en,3,0.10245902
sts,spa_Latn,34,u,1,0.03415301
sts,spa_Latn,36,▁o,4,0.13661202
sts,spa_Latn,40,▁se,33,1.12704918
sts,spa_Latn,41,▁que,50,1.70765027
sts,spa_Latn,42,r,6,0.20491803
sts,spa_Latn,44,"▁""",8,0.27322404
sts,spa_Latn,48,▁da,1,0.03415301
sts,spa_Latn,51,▁un,47,1.60519126
sts,spa_Latn,52,▁“,1,0.03415301
sts,spa_Latn,56,er,2,0.06830601
sts,spa_Latn,58,"""",1,0.03415301
sts,spa_Latn,62,▁A,2,0.06830601
sts,spa_Latn,64,/,3,0.10245902
sts,spa_Latn,66,an,4,0.13661202
sts,spa_Latn,67,te,3,0.10245902
sts,spa_Latn,68,▁die,3,0.10245902
sts,spa_Latn,71,d,1,0.03415301
sts,spa_Latn,74,;,20,0.68306011
sts,spa_Latn,76,na,2,0.06830601
sts,spa_Latn,85,da,2,0.06830601
sts,spa_Latn,86,ne,2,0.06830601
sts,spa_Latn,87,▁I,1,0.03415301
sts,spa_Latn,88,▁el,76,2.59562842
sts,spa_Latn,90,es,9,0.30737705
sts,spa_Latn,95,▁le,1,0.03415301
sts,spa_Latn,96,▁l,1,0.03415301
sts,spa_Latn,99,▁at,1,0.03415301
sts,spa_Latn,106,▁1,3,0.10245902
sts,spa_Latn,107,re,5,0.17076503
sts,spa_Latn,110,▁no,12,0.40983607
sts,spa_Latn,111,▁of,1,0.03415301
sts,spa_Latn,112,de,2,0.06830601
sts,spa_Latn,113,▁y,57,1.94672131
sts,spa_Latn,115,▁du,1,0.03415301
sts,spa_Latn,116,▁2,3,0.10245902
sts,spa_Latn,117,▁per,1,0.03415301
sts,spa_Latn,121,▁para,22,0.75136612
sts,spa_Latn,131,▁van,2,0.06830601
sts,spa_Latn,138,▁3,4,0.13661202
sts,spa_Latn,143,la,1,0.03415301
sts,spa_Latn,144,▁al,11,0.37568306
sts,spa_Latn,146,▁del,20,0.68306011
sts,spa_Latn,147,ar,1,0.03415301
sts,spa_Latn,151,▁ya,4,0.13661202
sts,spa_Latn,157,no,3,0.10245902
sts,spa_Latn,158,▁con,54,1.84426230
sts,spa_Latn,159,▁S,1,0.03415301
sts,spa_Latn,160,▁po,1,0.03415301
sts,spa_Latn,162,as,2,0.06830601
sts,spa_Latn,163,▁me,1,0.03415301
sts,spa_Latn,165,▁und,2,0.06830601
sts,spa_Latn,166,▁su,4,0.13661202
sts,spa_Latn,169,z,2,0.06830601
sts,spa_Latn,184,se,1,0.03415301
sts,spa_Latn,188,to,1,0.03415301
sts,spa_Latn,190,▁5,2,0.06830601
sts,spa_Latn,191,on,6,0.20491803
sts,spa_Latn,196,▁por,11,0.37568306
sts,spa_Latn,198,▁es,4,0.13661202
sts,spa_Latn,201,▁4,1,0.03415301
sts,spa_Latn,204,▁‘,2,0.06830601
sts,spa_Latn,208,ga,1,0.03415301
sts,spa_Latn,209,▁10,7,0.23907104
sts,spa_Latn,211,▁il,8,0.27322404
sts,spa_Latn,219,ra,1,0.03415301
sts,spa_Latn,220,▁una,8,0.27322404
sts,spa_Latn,232,os,3,0.10245902
sts,spa_Latn,237,▁as,2,0.06830601
sts,spa_Latn,238,c,1,0.03415301
sts,spa_Latn,239,▁La,6,0.20491803
sts,spa_Latn,242,▁',1,0.03415301
sts,spa_Latn,246,do,9,0.30737705
sts,spa_Latn,247,"),",5,0.17076503
sts,spa_Latn,256,▁ha,5,0.17076503
sts,spa_Latn,257,at,11,0.37568306
sts,spa_Latn,267,▁2018,2,0.06830601
sts,spa_Latn,272,ve,1,0.03415301
sts,spa_Latn,279,▁vi,2,0.06830601
sts,spa_Latn,283,▁és,1,0.03415301
sts,spa_Latn,284,A,1,0.03415301
sts,spa_Latn,289,al,4,0.13661202
sts,spa_Latn,304,2,3,0.10245902
sts,spa_Latn,305,▁6,1,0.03415301
sts,spa_Latn,307,▁va,1,0.03415301
sts,spa_Latn,309,un,1,0.03415301
sts,spa_Latn,313,▁C,1,0.03415301
sts,spa_Latn,314,▁cu,3,0.10245902
sts,spa_Latn,330,va,1,0.03415301
sts,spa_Latn,357,▁En,10,0.34153005
sts,spa_Latn,360,▁In,1,0.03415301
sts,spa_Latn,361,▁7,1,0.03415301
sts,spa_Latn,363,3,7,0.23907104
sts,spa_Latn,365,lo,1,0.03415301
sts,spa_Latn,382,▁8,1,0.03415301
sts,spa_Latn,388,▁los,33,1.12704918
sts,spa_Latn,395,ya,1,0.03415301
sts,spa_Latn,399,ia,1,0.03415301
sts,spa_Latn,405,▁ce,1,0.03415301
sts,spa_Latn,418,1,3,0.10245902
sts,spa_Latn,423,▁15,2,0.06830601
sts,spa_Latn,427,▁12,2,0.06830601
sts,spa_Latn,430,í,1,0.03415301
sts,spa_Latn,432,mo,1,0.03415301
sts,spa_Latn,433,sa,1,0.03415301
sts,spa_Latn,438,▁No,1,0.03415301
sts,spa_Latn,456,▁re,1,0.03415301
sts,spa_Latn,459,▁lo,6,0.20491803
sts,spa_Latn,473,▁este,6,0.20491803
sts,spa_Latn,481,ir,1,0.03415301
sts,spa_Latn,483,▁9,6,0.20491803
sts,spa_Latn,496,▁30,1,0.03415301
sts,spa_Latn,503,▁Se,12,0.40983607
sts,spa_Latn,508,ai,2,0.06830601
sts,spa_Latn,513,jo,1,0.03415301
sts,spa_Latn,516,ro,1,0.03415301
sts,spa_Latn,517,▁care,1,0.03415301
sts,spa_Latn,519,go,1,0.03415301
sts,spa_Latn,520,▁ser,2,0.06830601
sts,spa_Latn,533,▁como,7,0.23907104
sts,spa_Latn,534,▁11,2,0.06830601
sts,spa_Latn,537,▁ay,2,0.06830601
sts,spa_Latn,540,▁El,2,0.06830601
sts,spa_Latn,557,ndo,4,0.13661202
sts,spa_Latn,576,▁las,17,0.58060109
sts,spa_Latn,579,▁Det,1,0.03415301
sts,spa_Latn,583,el,2,0.06830601
sts,spa_Latn,590,sta,1,0.03415301
sts,spa_Latn,605,K,1,0.03415301
sts,spa_Latn,615,▁1.,4,0.13661202
sts,spa_Latn,617,4,4,0.13661202
sts,spa_Latn,618,T,4,0.13661202
sts,spa_Latn,647,E,1,0.03415301
sts,spa_Latn,670,O,1,0.03415301
sts,spa_Latn,709,á,1,0.03415301
sts,spa_Latn,720,ter,1,0.03415301
sts,spa_Latn,724,G,1,0.03415301
sts,spa_Latn,740,""".",3,0.10245902
sts,spa_Latn,744,▁24,1,0.03415301
sts,spa_Latn,748,or,1,0.03415301
sts,spa_Latn,775,▁son,2,0.06830601
sts,spa_Latn,777,▁han,3,0.10245902
sts,spa_Latn,787,▁2.,4,0.13661202
sts,spa_Latn,792,”.,1,0.03415301
sts,spa_Latn,830,""",",4,0.13661202
sts,spa_Latn,840,mos,5,0.17076503
sts,spa_Latn,842,▁mu,1,0.03415301
sts,spa_Latn,849,ó,11,0.37568306
sts,spa_Latn,853,▁Re,1,0.03415301
sts,spa_Latn,856,V,1,0.03415301
sts,spa_Latn,880,▁sin,4,0.13661202
sts,spa_Latn,910,6,3,0.10245902
sts,spa_Latn,934,ach,1,0.03415301
sts,spa_Latn,951,▁nos,3,0.10245902
sts,spa_Latn,966,7,2,0.06830601
sts,spa_Latn,990,▁Y,1,0.03415301
sts,spa_Latn,991,so,1,0.03415301
sts,spa_Latn,1005,▁más,25,0.85382514
sts,spa_Latn,1019,8,5,0.17076503
sts,spa_Latn,1030,▁ac,1,0.03415301
sts,spa_Latn,1039,▁22,2,0.06830601
sts,spa_Latn,1073,tas,1,0.03415301
sts,spa_Latn,1105,▁23,1,0.03415301
sts,spa_Latn,1119,▁ex,1,0.03415301
sts,spa_Latn,1124,das,9,0.30737705
sts,spa_Latn,1126,9,1,0.03415301
sts,spa_Latn,1138,ado,4,0.13661202
sts,spa_Latn,1140,dos,7,0.23907104
sts,spa_Latn,1148,▁entre,2,0.06830601
sts,spa_Latn,1150,ción,1,0.03415301
sts,spa_Latn,1183,mente,8,0.27322404
sts,spa_Latn,1197,30,1,0.03415301
sts,spa_Latn,1230,&,4,0.13661202
sts,spa_Latn,1299,bar,1,0.03415301
sts,spa_Latn,1311,▁Co,1,0.03415301
sts,spa_Latn,1326,▁For,1,0.03415301
sts,spa_Latn,1371,▁Tu,1,0.03415301
sts,spa_Latn,1380,▁come,3,0.10245902
sts,spa_Latn,1397,▁estas,4,0.13661202
sts,spa_Latn,1438,▁27,2,0.06830601
sts,spa_Latn,1452,▁cum,1,0.03415301
sts,spa_Latn,1461,▁Ku,1,0.03415301
sts,spa_Latn,1479,nte,1,0.03415301
sts,spa_Latn,1483,▁forma,2,0.06830601
sts,spa_Latn,1500,ana,1,0.03415301
sts,spa_Latn,1510,mas,1,0.03415301
sts,spa_Latn,1538,ció,2,0.06830601
sts,spa_Latn,1570,▁está,2,0.06830601
sts,spa_Latn,1596,sin,1,0.03415301
sts,spa_Latn,1614,▁sub,3,0.10245902
sts,spa_Latn,1615,▁era,2,0.06830601
sts,spa_Latn,1642,▁esta,1,0.03415301
sts,spa_Latn,1657,▁Con,1,0.03415301
sts,spa_Latn,1665,án,1,0.03415301
sts,spa_Latn,1680,rá,1,0.03415301
sts,spa_Latn,1681,son,1,0.03415301
sts,spa_Latn,1683,ida,1,0.03415301
sts,spa_Latn,1744,aren,1,0.03415301
sts,spa_Latn,1774,▁plan,1,0.03415301
sts,spa_Latn,1788,▁pero,2,0.06830601
sts,spa_Latn,1798,▁gratis,1,0.03415301
sts,spa_Latn,1803,tal,2,0.06830601
sts,spa_Latn,1809,▁auto,1,0.03415301
sts,spa_Latn,1817,▁sus,2,0.06830601
sts,spa_Latn,1820,▁internet,1,0.03415301
sts,spa_Latn,1832,▁Su,1,0.03415301
sts,spa_Latn,1846,dor,1,0.03415301
sts,spa_Latn,1892,▁5.,5,0.17076503
sts,spa_Latn,1900,ron,9,0.30737705
sts,spa_Latn,1940,▁inter,4,0.13661202
sts,spa_Latn,1973,▁todo,1,0.03415301
sts,spa_Latn,2124,▁cada,1,0.03415301
sts,spa_Latn,2134,▁satu,2,0.06830601
sts,spa_Latn,2194,▁todos,3,0.10245902
sts,spa_Latn,2245,nos,1,0.03415301
sts,spa_Latn,2246,és,1,0.03415301
sts,spa_Latn,2265,▁social,3,0.10245902
sts,spa_Latn,2270,▁fin,1,0.03415301
sts,spa_Latn,2271,con,1,0.03415301
sts,spa_Latn,2289,▁6.,2,0.06830601
sts,spa_Latn,2312,té,1,0.03415301
sts,spa_Latn,2366,▁vez,1,0.03415301
sts,spa_Latn,2400,los,1,0.03415301
sts,spa_Latn,2409,▁mes,4,0.13661202
sts,spa_Latn,2415,nen,1,0.03415301
sts,spa_Latn,2424,pl,1,0.03415301
sts,spa_Latn,2436,▁vida,1,0.03415301
sts,spa_Latn,2501,▁Mo,2,0.06830601
sts,spa_Latn,2563,▁mere,1,0.03415301
sts,spa_Latn,2624,ici,1,0.03415301
sts,spa_Latn,2639,▁solo,2,0.06830601
sts,spa_Latn,2644,▁tema,2,0.06830601
sts,spa_Latn,2661,ble,1,0.03415301
sts,spa_Latn,2668,▁300,2,0.06830601
sts,spa_Latn,2704,▁final,1,0.03415301
sts,spa_Latn,2717,▁mil,2,0.06830601
sts,spa_Latn,2746,én,1,0.03415301
sts,spa_Latn,2756,▁ning,1,0.03415301
sts,spa_Latn,2776,▁tal,1,0.03415301
sts,spa_Latn,2816,stra,1,0.03415301
sts,spa_Latn,2837,▁dis,1,0.03415301
sts,spa_Latn,2839,40,1,0.03415301
sts,spa_Latn,2924,▁telefon,2,0.06830601
sts,spa_Latn,2941,▁caso,2,0.06830601
sts,spa_Latn,2947,19,2,0.06830601
sts,spa_Latn,3076,▁NA,1,0.03415301
sts,spa_Latn,3080,▁hos,1,0.03415301
sts,spa_Latn,3128,▁sistema,1,0.03415301
sts,spa_Latn,3217,▁8.,2,0.06830601
sts,spa_Latn,3269,▁uno,1,0.03415301
sts,spa_Latn,3287,▁desde,1,0.03415301
sts,spa_Latn,3290,ía,5,0.17076503
sts,spa_Latn,3448,ando,1,0.03415301
sts,spa_Latn,3454,pro,1,0.03415301
sts,spa_Latn,3459,via,2,0.06830601
sts,spa_Latn,3594,▁momento,2,0.06830601
sts,spa_Latn,3611,end,1,0.03415301
sts,spa_Latn,3617,ados,8,0.27322404
sts,spa_Latn,3622,▁total,1,0.03415301
sts,spa_Latn,3640,▁2019,2,0.06830601
sts,spa_Latn,3666,ros,1,0.03415301
sts,spa_Latn,3716,mes,1,0.03415301
sts,spa_Latn,3731,▁Los,1,0.03415301
sts,spa_Latn,3742,23,1,0.03415301
sts,spa_Latn,3757,▁porque,3,0.10245902
sts,spa_Latn,3773,▁Windows,2,0.06830601
sts,spa_Latn,3792,▁modo,1,0.03415301
sts,spa_Latn,3812,idad,1,0.03415301
sts,spa_Latn,3825,ciones,4,0.13661202
sts,spa_Latn,3879,▁día,6,0.20491803
sts,spa_Latn,3882,28,1,0.03415301
sts,spa_Latn,3919,▁programa,1,0.03415301
sts,spa_Latn,3922,ano,1,0.03415301
sts,spa_Latn,3936,▁¿,2,0.06830601
sts,spa_Latn,3949,%,1,0.03415301
sts,spa_Latn,4030,▁ante,1,0.03415301
sts,spa_Latn,4036,ero,2,0.06830601
sts,spa_Latn,4152,▁2018.,1,0.03415301
sts,spa_Latn,4235,29,1,0.03415301
sts,spa_Latn,4309,▁tipo,2,0.06830601
sts,spa_Latn,4380,ló,1,0.03415301
sts,spa_Latn,4435,iste,1,0.03415301
sts,spa_Latn,4487,▁lugar,1,0.03415301
sts,spa_Latn,4501,tiva,2,0.06830601
sts,spa_Latn,4537,▁general,1,0.03415301
sts,spa_Latn,4540,▁zona,1,0.03415301
sts,spa_Latn,4681,▁poder,1,0.03415301
sts,spa_Latn,4692,pre,1,0.03415301
sts,spa_Latn,4705,▁así,4,0.13661202
sts,spa_Latn,4726,rio,1,0.03415301
sts,spa_Latn,4743,▁due,1,0.03415301
sts,spa_Latn,4809,▁primer,1,0.03415301
sts,spa_Latn,4823,amente,2,0.06830601
sts,spa_Latn,4842,▁red,4,0.13661202
sts,spa_Latn,4908,▁Av,1,0.03415301
sts,spa_Latn,5005,▁menos,19,0.64890710
sts,spa_Latn,5021,No,1,0.03415301
sts,spa_Latn,5103,▁partir,1,0.03415301
sts,spa_Latn,5115,vil,1,0.03415301
sts,spa_Latn,5120,▁Real,1,0.03415301
sts,spa_Latn,5132,▁persona,3,0.10245902
sts,spa_Latn,5168,▁será,2,0.06830601
sts,spa_Latn,5171,▁puede,1,0.03415301
sts,spa_Latn,5239,▁firma,1,0.03415301
sts,spa_Latn,5286,ntes,1,0.03415301
sts,spa_Latn,5359,▁país,3,0.10245902
sts,spa_Latn,5388,▁uso,6,0.20491803
sts,spa_Latn,5408,pet,1,0.03415301
sts,spa_Latn,5428,-2,1,0.03415301
sts,spa_Latn,5446,▁sí,1,0.03415301
sts,spa_Latn,5456,▁tres,1,0.03415301
sts,spa_Latn,5543,▁hasta,3,0.10245902
sts,spa_Latn,5631,▁Cor,2,0.06830601
sts,spa_Latn,5747,▁estar,1,0.03415301
sts,spa_Latn,5776,▁empresa,1,0.03415301
sts,spa_Latn,5790,ios,2,0.06830601
sts,spa_Latn,5800,ón,1,0.03415301
sts,spa_Latn,5843,35,2,0.06830601
sts,spa_Latn,5848,▁tras,1,0.03415301
sts,spa_Latn,5868,plan,1,0.03415301
sts,spa_Latn,5875,▁lista,2,0.06830601
sts,spa_Latn,5904,▁tiene,2,0.06830601
sts,spa_Latn,5928,tom,1,0.03415301
sts,spa_Latn,6058,rán,2,0.06830601
sts,spa_Latn,6226,▁control,1,0.03415301
sts,spa_Latn,6261,gue,1,0.03415301
sts,spa_Latn,6303,▁hacer,5,0.17076503
sts,spa_Latn,6333,cin,2,0.06830601
sts,spa_Latn,6361,▁antes,3,0.10245902
sts,spa_Latn,6416,▁también,3,0.10245902
sts,spa_Latn,6432,▁serie,2,0.06830601
sts,spa_Latn,6604,▁cuando,4,0.13661202
sts,spa_Latn,6652,oc,1,0.03415301
sts,spa_Latn,6723,ario,1,0.03415301
sts,spa_Latn,6805,▁están,2,0.06830601
sts,spa_Latn,6836,imit,8,0.27322404
sts,spa_Latn,6909,▁toda,1,0.03415301
sts,spa_Latn,6949,▁Yo,1,0.03415301
sts,spa_Latn,6968,▁personas,2,0.06830601
sts,spa_Latn,7092,ray,1,0.03415301
sts,spa_Latn,7098,▁marca,2,0.06830601
sts,spa_Latn,7202,▁manera,3,0.10245902
sts,spa_Latn,7225,▁case,1,0.03415301
sts,spa_Latn,7251,An,1,0.03415301
sts,spa_Latn,7278,▁causa,1,0.03415301
sts,spa_Latn,7337,iza,1,0.03415301
sts,spa_Latn,7403,bí,3,0.10245902
sts,spa_Latn,7490,▁Pero,1,0.03415301
sts,spa_Latn,7493,▁tiempo,3,0.10245902
sts,spa_Latn,7623,El,1,0.03415301
sts,spa_Latn,7632,▁semana,1,0.03415301
sts,spa_Latn,7685,dores,2,0.06830601
sts,spa_Latn,7694,▁Italia,1,0.03415301
sts,spa_Latn,7755,▁fue,5,0.17076503
sts,spa_Latn,7768,En,1,0.03415301
sts,spa_Latn,7789,▁Santa,1,0.03415301
sts,spa_Latn,7861,amos,1,0.03415301
sts,spa_Latn,7920,▁dur,1,0.03415301
sts,spa_Latn,7944,nder,1,0.03415301
sts,spa_Latn,7970,▁esa,2,0.06830601
sts,spa_Latn,7983,▁lle,2,0.06830601
sts,spa_Latn,8114,▁mejor,2,0.06830601
sts,spa_Latn,8137,▁mali,1,0.03415301
sts,spa_Latn,8156,▁nacional,3,0.10245902
sts,spa_Latn,8163,▁días,3,0.10245902
sts,spa_Latn,8166,▁año,4,0.13661202
sts,spa_Latn,8316,-3,1,0.03415301
sts,spa_Latn,8431,▁sido,3,0.10245902
sts,spa_Latn,8444,▁donde,7,0.23907104
sts,spa_Latn,8561,▁actual,2,0.06830601
sts,spa_Latn,8582,▁dentro,1,0.03415301
sts,spa_Latn,8650,▁familia,2,0.06830601
sts,spa_Latn,8659,36,1,0.03415301
sts,spa_Latn,8738,▁medio,1,0.03415301
sts,spa_Latn,8892,▁22.,1,0.03415301
sts,spa_Latn,8913,auto,1,0.03415301
sts,spa_Latn,8942,▁Inc,1,0.03415301
sts,spa_Latn,8961,grad,2,0.06830601
sts,spa_Latn,8969,cel,3,0.10245902
sts,spa_Latn,8998,▁Nacional,1,0.03415301
sts,spa_Latn,9244,▁gente,1,0.03415301
sts,spa_Latn,9255,▁grandes,2,0.06830601
sts,spa_Latn,9323,39,1,0.03415301
sts,spa_Latn,9333,▁ese,2,0.06830601
sts,spa_Latn,9344,▁Tel,3,0.10245902
sts,spa_Latn,9472,▁cuenta,1,0.03415301
sts,spa_Latn,9518,pres,1,0.03415301
sts,spa_Latn,9559,▁23.,1,0.03415301
sts,spa_Latn,9574,▁tener,3,0.10245902
sts,spa_Latn,9641,▁otro,1,0.03415301
sts,spa_Latn,9691,▁visita,1,0.03415301
sts,spa_Latn,9850,▁mismo,3,0.10245902
sts,spa_Latn,9859,▁hace,1,0.03415301
sts,spa_Latn,9927,rse,1,0.03415301
sts,spa_Latn,9991,gó,1,0.03415301
sts,spa_Latn,10031,▁62,1,0.03415301
sts,spa_Latn,10149,▁57,1,0.03415301
sts,spa_Latn,10165,▁trata,1,0.03415301
sts,spa_Latn,10258,lio,1,0.03415301
sts,spa_Latn,10374,▁Pie,2,0.06830601
sts,spa_Latn,10578,▁política,2,0.06830601
sts,spa_Latn,10591,cum,2,0.06830601
sts,spa_Latn,10605,rí,1,0.03415301
sts,spa_Latn,10616,▁mercado,2,0.06830601
sts,spa_Latn,10663,▁Mil,1,0.03415301
sts,spa_Latn,10764,▁mucho,1,0.03415301
sts,spa_Latn,10931,IP,1,0.03415301
sts,spa_Latn,10990,▁boli,1,0.03415301
sts,spa_Latn,11075,▁2020,2,0.06830601
sts,spa_Latn,11100,▁seguir,1,0.03415301
sts,spa_Latn,11150,lev,1,0.03415301
sts,spa_Latn,11162,▁SMS,1,0.03415301
sts,spa_Latn,11209,▁presta,1,0.03415301
sts,spa_Latn,11267,4%,4,0.13661202
sts,spa_Latn,11295,▁posible,2,0.06830601
sts,spa_Latn,11544,▁trabajo,1,0.03415301
sts,spa_Latn,11550,▁meses,1,0.03415301
sts,spa_Latn,11585,▁24.,1,0.03415301
sts,spa_Latn,11653,▁25.,4,0.13661202
sts,spa_Latn,11662,▁cen,1,0.03415301
sts,spa_Latn,11668,▁acu,1,0.03415301
sts,spa_Latn,11715,▁pasado,4,0.13661202
sts,spa_Latn,11914,▁portal,1,0.03415301
sts,spa_Latn,11928,▁siempre,2,0.06830601
sts,spa_Latn,11937,▁69,1,0.03415301
sts,spa_Latn,11991,8%,3,0.10245902
sts,spa_Latn,12012,82,1,0.03415301
sts,spa_Latn,12024,▁pasar,1,0.03415301
sts,spa_Latn,12119,▁hoy,1,0.03415301
sts,spa_Latn,12187,6%,6,0.20491803
sts,spa_Latn,12198,▁presenta,1,0.03415301
sts,spa_Latn,12207,idos,1,0.03415301
sts,spa_Latn,12234,▁problemas,2,0.06830601
sts,spa_Latn,12257,▁estado,1,0.03415301
sts,spa_Latn,12485,ño,1,0.03415301
sts,spa_Latn,12628,▁Bel,1,0.03415301
sts,spa_Latn,12648,vam,1,0.03415301
sts,spa_Latn,12649,ades,2,0.06830601
sts,spa_Latn,12659,sos,1,0.03415301
sts,spa_Latn,12661,▁67,1,0.03415301
sts,spa_Latn,12678,9%,4,0.13661202
sts,spa_Latn,12743,zó,1,0.03415301
sts,spa_Latn,12768,▁trend,1,0.03415301
sts,spa_Latn,12807,2%,6,0.20491803
sts,spa_Latn,12822,▁otros,2,0.06830601
sts,spa_Latn,12982,▁Mont,1,0.03415301
sts,spa_Latn,13018,▁TE,1,0.03415301
sts,spa_Latn,13084,▁datos,3,0.10245902
sts,spa_Latn,13130,▁nuestro,3,0.10245902
sts,spa_Latn,13156,▁Sara,1,0.03415301
sts,spa_Latn,13281,▁Villa,2,0.06830601
sts,spa_Latn,13315,▁line,1,0.03415301
sts,spa_Latn,13330,47,2,0.06830601
sts,spa_Latn,13333,toria,1,0.03415301
sts,spa_Latn,13443,▁Centro,1,0.03415301
sts,spa_Latn,13465,5%,2,0.06830601
sts,spa_Latn,13552,▁Sand,2,0.06830601
sts,spa_Latn,13627,▁completa,2,0.06830601
sts,spa_Latn,13700,ncia,4,0.13661202
sts,spa_Latn,13744,▁permite,1,0.03415301
sts,spa_Latn,13839,▁campo,3,0.10245902
sts,spa_Latn,13918,▁president,1,0.03415301
sts,spa_Latn,13961,1%,4,0.13661202
sts,spa_Latn,14141,▁segunda,1,0.03415301
sts,spa_Latn,14149,▁explica,1,0.03415301
sts,spa_Latn,14226,53,1,0.03415301
sts,spa_Latn,14359,▁resto,1,0.03415301
sts,spa_Latn,14363,▁cualquier,3,0.10245902
sts,spa_Latn,14400,▁Entre,1,0.03415301
sts,spa_Latn,14427,7%,3,0.10245902
sts,spa_Latn,14578,ming,1,0.03415301
sts,spa_Latn,14608,▁España,3,0.10245902
sts,spa_Latn,14618,cción,2,0.06830601
sts,spa_Latn,14798,▁anterior,1,0.03415301
sts,spa_Latn,14834,▁municipal,2,0.06830601
sts,spa_Latn,14840,▁recursos,2,0.06830601
sts,spa_Latn,14905,▁71,1,0.03415301
sts,spa_Latn,15226,▁revi,1,0.03415301
sts,spa_Latn,15333,▁mayor,2,0.06830601
sts,spa_Latn,15418,idades,2,0.06830601
sts,spa_Latn,15666,rre,1,0.03415301
sts,spa_Latn,15716,▁otra,1,0.03415301
sts,spa_Latn,15736,cional,1,0.03415301
sts,spa_Latn,15948,▁leve,1,0.03415301
sts,spa_Latn,16028,68,1,0.03415301
sts,spa_Latn,16098,ún,1,0.03415301
sts,spa_Latn,16240,▁podemos,1,0.03415301
sts,spa_Latn,16290,"▁2,5",1,0.03415301
sts,spa_Latn,16386,▁nuevo,2,0.06830601
sts,spa_Latn,16411,▁equipo,1,0.03415301
sts,spa_Latn,16638,▁había,1,0.03415301
sts,spa_Latn,16655,▁2.0,2,0.06830601
sts,spa_Latn,16728,▁casos,1,0.03415301
sts,spa_Latn,16750,▁result,1,0.03415301
sts,spa_Latn,16785,▁Qa,2,0.06830601
sts,spa_Latn,16789,▁justo,3,0.10245902
sts,spa_Latn,16831,uso,1,0.03415301
sts,spa_Latn,17168,83,1,0.03415301
sts,spa_Latn,17281,▁86,1,0.03415301
sts,spa_Latn,17376,-8,1,0.03415301
sts,spa_Latn,17432,▁tienen,2,0.06830601
sts,spa_Latn,17472,▁cual,2,0.06830601
sts,spa_Latn,17480,"▁13,",1,0.03415301
